time,sentiment
2025-01-01 13:58,-0.725
2025-01-01 14:00,-0.318
2025-01-01 14:02,-0.773
2025-01-01 14:04,0.849
2025-01-01 14:06,0.755
2025-01-01 14:08,-0.484
2025-01-01 14:10,0.32
2025-01-01 14:12,0.634
2025-01-01 14:14,0.11
2025-01-01 14:16,0.059
2025-01-01 14:18,-0.516
2025-01-01 14:20,-0.814
2025-01-01 14:22,0.794
2025-01-01 14:24,0.801
2025-01-01 14:26,0.266
2025-01-01 14:28,-0.322
2025-01-01 14:30,-0.302
2025-01-01 14:32,0.452
2025-01-01 14:34,0.794
2025-01-01 14:36,0.774
2025-01-01 14:38,0.56
2025-01-01 14:40,0.284
2025-01-01 14:42,-0.832
2025-01-01 14:44,-0.677
2025-01-01 14:46,0.797
2025-01-01 14:48,0.213
2025-01-01 14:50,-0.982
2025-01-01 14:52,-0.797
2025-01-01 14:54,0.327
2025-01-01 14:56,-0.99
2025-01-01 14:58,-0.678
2025-01-01 15:00,0.097
2025-01-01 15:02,0.384
2025-01-01 15:04,0.304
2025-01-01 15:06,-0.551
2025-01-01 15:08,0.424
2025-01-01 15:10,-0.526
2025-01-01 15:12,-0.349
2025-01-01 15:14,0.493
2025-01-01 15:16,0.299
2025-01-01 15:18,0.698
2025-01-01 15:20,0.315
2025-01-01 15:22,0.137
2025-01-01 15:24,-0.813
2025-01-01 15:26,-0.265
2025-01-01 15:28,-0.47
2025-01-01 15:30,-0.512
2025-01-01 15:32,0.946
2025-01-01 15:34,-0.214
2025-01-01 15:36,0.784
2025-01-01 15:38,0.262
2025-01-01 15:40,0.59
2025-01-01 15:42,0.005
2025-01-01 15:44,0.154
2025-01-01 15:46,-0.015
2025-01-01 15:48,-0.61
2025-01-01 15:50,0.445
2025-01-01 15:52,-0.438
2025-01-01 15:54,-0.951
2025-01-01 15:56,0.291
2025-01-01 15:58,-0.646
2025-01-01 16:00,0.881
2025-01-01 16:02,0.908
2025-01-01 16:04,0.83
2025-01-01 16:06,-0.26
2025-01-01 16:08,-0.969
2025-01-01 16:10,0.857
2025-01-01 16:12,-0.144
2025-01-01 16:14,0.933
2025-01-01 16:16,0.927
2025-01-01 16:18,0.706
2025-01-01 16:20,-0.411
2025-01-01 16:22,-0.23
2025-01-01 16:24,0.702
2025-01-01 16:26,-0.366
2025-01-01 16:28,-0.661
2025-01-01 16:30,0.114
2025-01-01 16:32,0.872
2025-01-01 16:34,0.392
2025-01-01 16:36,0.14
2025-01-01 16:38,-0.806
2025-01-01 16:40,0.23
2025-01-01 16:42,0.98
2025-01-01 16:44,-0.72
2025-01-01 16:46,0.037
2025-01-01 16:48,0.755
2025-01-01 16:50,0.482
2025-01-01 16:52,0.394
2025-01-01 16:54,0.405
2025-01-01 16:56,-0.281
2025-01-01 16:58,-0.413
2025-01-01 17:00,0.619
2025-01-01 17:02,0.62
2025-01-01 17:04,0.734
2025-01-01 17:06,0.826
2025-01-01 17:08,0.023
2025-01-01 17:10,0.003
2025-01-01 17:12,0.597
2025-01-01 17:14,0.3
2025-01-01 17:16,0.404
2025-01-01 17:18,0.592
2025-01-01 17:20,0.78
2025-01-01 17:22,-0.324
2025-01-01 17:24,-0.249
2025-01-01 17:26,-0.812
2025-01-01 17:28,0.157
2025-01-01 17:30,-0.928
2025-01-01 17:32,-0.069
2025-01-01 17:34,0.085
2025-01-01 17:36,-0.427
2025-01-01 17:38,0.182
2025-01-01 17:40,-0.939
2025-01-01 17:42,-0.925
2025-01-01 17:44,0.645
2025-01-01 17:46,-0.28
2025-01-01 17:48,-0.746
2025-01-01 17:50,0.044
2025-01-01 17:52,0.54
2025-01-01 17:54,-0.568
2025-01-01 17:56,0.246
2025-01-01 17:58,-0.829
2025-01-01 18:00,-0.897
2025-01-01 18:02,0.063
2025-01-01 18:04,0.081
2025-01-01 18:06,0.275
2025-01-01 18:08,0.452
2025-01-01 18:10,0.952
2025-01-01 18:12,0.033
2025-01-01 18:14,-0.354
2025-01-01 18:16,0.59
2025-01-01 18:18,-0.458
2025-01-01 18:20,-0.122
2025-01-01 18:22,-0.843
2025-01-01 18:24,-0.949
2025-01-01 18:26,0.925
2025-01-01 18:28,0.672
2025-01-01 18:30,0.392
2025-01-01 18:32,-0.182
2025-01-01 18:34,-0.653
2025-01-01 18:36,-0.687
2025-01-01 18:38,-0.5
2025-01-01 18:40,0.098
2025-01-01 18:42,0.429
2025-01-01 18:44,0.32
2025-01-01 18:46,-0.44
2025-01-01 18:48,0.91
2025-01-01 18:50,0.476
2025-01-01 18:52,0.109
2025-01-01 18:54,0.223
2025-01-01 18:56,-0.161
2025-01-01 18:58,-0.505
2025-01-01 19:00,-0.288
2025-01-01 19:02,0.516
2025-01-01 19:04,-0.971
2025-01-01 19:06,-0.768
2025-01-01 19:08,-0.908
2025-01-01 19:10,-0.919
2025-01-01 19:12,0.711
2025-01-01 19:14,0.407
2025-01-01 19:16,-0.052
2025-01-01 19:18,-0.804
2025-01-01 19:20,-0.017
2025-01-01 19:22,-0.053
2025-01-01 19:24,-0.654
2025-01-01 19:26,-0.132
2025-01-01 19:28,-0.203
2025-01-01 19:30,0.232
2025-01-01 19:32,0.27
2025-01-01 19:34,-0.909
2025-01-01 19:36,-0.251
2025-01-01 19:38,0.252
2025-01-01 19:40,0.006
2025-01-01 19:42,0.713
2025-01-01 19:44,0.317
2025-01-01 19:46,-0.674
2025-01-01 19:48,-0.859
2025-01-01 19:50,0.285
2025-01-01 19:52,-0.947
2025-01-01 19:54,0.172
2025-01-01 19:56,0.88
2025-01-01 19:58,0.151
2025-01-01 20:00,-0.224
2025-01-01 20:02,0.287
2025-01-01 20:04,-0.083
2025-01-01 20:06,0.091
2025-01-01 20:08,0.883
2025-01-01 20:10,-0.228
2025-01-01 20:12,0.922
2025-01-01 20:14,0.811
2025-01-01 20:16,-0.608
2025-01-01 20:18,-0.861
2025-01-01 20:20,-0.798
2025-01-01 20:22,-0.964
2025-01-01 20:24,-0.811
2025-01-01 20:26,0.366
2025-01-01 20:28,-0.858
2025-01-01 20:30,-0.362
2025-01-01 20:32,0.69
2025-01-01 20:34,-0.953
2025-01-01 20:36,0.629
2025-01-01 20:38,-0.436
2025-01-01 20:40,-0.764
2025-01-01 20:42,0.393
2025-01-01 20:44,0.258
2025-01-01 20:46,0.755
2025-01-01 20:48,0.47
2025-01-01 20:50,0.607
2025-01-01 20:52,-0.436
2025-01-01 20:54,-0.645
2025-01-01 20:56,0.501
2025-01-01 20:58,0.614
2025-01-01 21:00,0.981
2025-01-01 21:02,-0.175
2025-01-01 21:04,-0.256
2025-01-01 21:06,0.553
2025-01-01 21:08,-0.318
2025-01-01 21:10,0.862
2025-01-01 21:12,0.717
2025-01-01 21:14,-0.142
2025-01-01 21:16,0.502
2025-01-01 21:18,0.509
2025-01-01 21:20,-0.794
2025-01-01 21:22,0.805
2025-01-01 21:24,0.011
2025-01-01 21:26,0.653
2025-01-01 21:28,-0.36
2025-01-01 21:30,0.791
2025-01-01 21:32,-0.222
2025-01-01 21:34,-0.978
2025-01-01 21:36,0.811
2025-01-01 21:38,-0.817
2025-01-01 21:40,-0.361
2025-01-01 21:42,0.9
2025-01-01 21:44,0.901
2025-01-01 21:46,0.147
2025-01-01 21:48,0.264
2025-01-01 21:50,-0.103
2025-01-01 21:52,-0.414
2025-01-01 21:54,-0.343
2025-01-01 21:56,0.345
2025-01-01 21:58,0.505
2025-01-01 22:00,0.583
2025-01-01 22:02,0.579
2025-01-01 22:04,-0.818
2025-01-01 22:06,-0.011
2025-01-01 22:08,-0.885
2025-01-01 22:10,0.099
2025-01-01 22:12,-0.117
2025-01-01 22:14,0.775
2025-01-01 22:16,-0.298
2025-01-01 22:18,-0.766
2025-01-01 22:20,-0.714
2025-01-01 22:22,0.523
2025-01-01 22:24,0.236
2025-01-01 22:26,-0.798
2025-01-01 22:28,-0.832
2025-01-01 22:30,0.402
2025-01-01 22:32,-0.854
2025-01-01 22:34,0.644
2025-01-01 22:36,0.412
2025-01-01 22:38,-0.837
2025-01-01 22:40,-0.83
2025-01-01 22:42,0.973
2025-01-01 22:44,-0.251
2025-01-01 22:46,-0.259
2025-01-01 22:48,0.626
2025-01-01 22:50,0.894
2025-01-01 22:52,0.972
2025-01-01 22:54,0.507
2025-01-01 22:56,-0.247
2025-01-01 22:58,-0.833
2025-01-01 23:00,0.554
2025-01-01 23:02,0.117
2025-01-01 23:04,-0.152
2025-01-01 23:06,0.813
2025-01-01 23:08,-0.778
2025-01-01 23:10,-0.015
2025-01-01 23:12,-0.977
2025-01-01 23:14,-0.063
2025-01-01 23:16,-0.887
2025-01-01 23:18,-0.762
2025-01-01 23:20,-0.765
2025-01-01 23:22,0.298
2025-01-01 23:24,0.492
2025-01-01 23:26,0.167
2025-01-01 23:28,0.924
2025-01-01 23:30,-0.25
2025-01-01 23:32,-0.429
2025-01-01 23:34,0.737
2025-01-01 23:36,-0.553
2025-01-01 23:38,0.926
2025-01-01 23:40,-0.976
2025-01-01 23:42,0.94
2025-01-01 23:44,-0.914
2025-01-01 23:46,0.782
2025-01-01 23:48,0.055
2025-01-01 23:50,0.986
2025-01-01 23:52,-0.852
2025-01-01 23:54,0.108
2025-01-01 23:56,0.939
2025-01-01 23:58,0.046
2025-01-02 00:00,0.259
2025-01-02 00:02,0.391
2025-01-02 00:04,-0.091
2025-01-02 00:06,0.255
2025-01-02 00:08,0.169
2025-01-02 00:10,0.802
2025-01-02 00:12,-0.909
2025-01-02 00:14,-0.438
2025-01-02 00:16,0.901
2025-01-02 00:18,0.781
2025-01-02 00:20,-0.089
2025-01-02 00:22,0.24
2025-01-02 00:24,-0.445
2025-01-02 00:26,-0.624
2025-01-02 00:28,-0.073
2025-01-02 00:30,-0.293
2025-01-02 00:32,0.167
2025-01-02 00:34,-0.845
2025-01-02 00:36,0.949
2025-01-02 00:38,0.972
2025-01-02 00:40,0.396
2025-01-02 00:42,0.072
2025-01-02 00:44,-0.381
2025-01-02 00:46,0.628
2025-01-02 00:48,0.369
2025-01-02 00:50,-0.675
2025-01-02 00:52,0.822
2025-01-02 00:54,0.645
2025-01-02 00:56,0.9
2025-01-02 00:58,0.451
2025-01-02 01:00,0.227
2025-01-02 01:02,-0.164
2025-01-02 01:04,0.865
2025-01-02 01:06,0.732
2025-01-02 01:08,-0.91
2025-01-02 01:10,-0.947
2025-01-02 01:12,-0.247
2025-01-02 01:14,0.621
2025-01-02 01:16,0.975
2025-01-02 01:18,-0.699
2025-01-02 01:20,0.188
2025-01-02 01:22,-0.238
2025-01-02 01:24,0.94
2025-01-02 01:26,0.684
2025-01-02 01:28,0.677
2025-01-02 01:30,-0.063
2025-01-02 01:32,-0.17
2025-01-02 01:34,-0.453
2025-01-02 01:36,-0.887
2025-01-02 01:38,0.729
2025-01-02 01:40,0.626
2025-01-02 01:42,0.999
2025-01-02 01:44,0.993
2025-01-02 01:46,0.111
2025-01-02 01:48,0.538
2025-01-02 01:50,0.89
2025-01-02 01:52,0.699
2025-01-02 01:54,-0.505
2025-01-02 01:56,-0.099
2025-01-02 01:58,-0.742
2025-01-02 02:00,0.908
2025-01-02 02:02,0.212
2025-01-02 02:04,-0.543
2025-01-02 02:06,0.343
2025-01-02 02:08,0.236
2025-01-02 02:10,-0.284
2025-01-02 02:12,-0.773
2025-01-02 02:14,0.343
2025-01-02 02:16,0.041
2025-01-02 02:18,0.545
2025-01-02 02:20,0.04
2025-01-02 02:22,0.704
2025-01-02 02:24,0.104
2025-01-02 02:26,0.122
2025-01-02 02:28,0.753
2025-01-02 02:30,-0.193
2025-01-02 02:32,-0.732
2025-01-02 02:34,-0.942
2025-01-02 02:36,0.51
2025-01-02 02:38,0.241
2025-01-02 02:40,0.408
2025-01-02 02:42,-0.574
2025-01-02 02:44,-0.727
2025-01-02 02:46,-0.971
2025-01-02 02:48,-0.299
2025-01-02 02:50,0.18
2025-01-02 02:52,-0.216
2025-01-02 02:54,-0.125
2025-01-02 02:56,0.808
2025-01-02 02:58,-0.303
2025-01-02 03:00,0.028
2025-01-02 03:02,0.567
2025-01-02 03:04,-0.207
2025-01-02 03:06,0.244
2025-01-02 03:08,0.725
2025-01-02 03:10,0.899
2025-01-02 03:12,-0.706
2025-01-02 03:14,0.853
2025-01-02 03:16,-0.016
2025-01-02 03:18,-0.484
2025-01-02 03:20,-0.082
2025-01-02 03:22,0.96
2025-01-02 03:24,-0.015
2025-01-02 03:26,-0.342
2025-01-02 03:28,0.267
2025-01-02 03:30,-0.52
2025-01-02 03:32,-0.848
2025-01-02 03:34,-0.742
2025-01-02 03:36,-0.744
2025-01-02 03:38,-0.696
2025-01-02 03:40,-0.722
2025-01-02 03:42,0.282
2025-01-02 03:44,-0.636
2025-01-02 03:46,-0.309
2025-01-02 03:48,0.794
2025-01-02 03:50,-0.052
2025-01-02 03:52,0.335
2025-01-02 03:54,-0.655
2025-01-02 03:56,-0.615
2025-01-02 03:58,-0.918
2025-01-02 04:00,-0.662
2025-01-02 04:02,-0.443
2025-01-02 04:04,-0.646
2025-01-02 04:06,-0.823
2025-01-02 04:08,-0.759
2025-01-02 04:10,-0.078
2025-01-02 04:12,-0.587
2025-01-02 04:14,-0.271
2025-01-02 04:16,0.007
2025-01-02 04:18,0.381
2025-01-02 04:20,-0.921
2025-01-02 04:22,0.599
2025-01-02 04:24,0.256
2025-01-02 04:26,-0.836
2025-01-02 04:28,0.747
2025-01-02 04:30,0.842
2025-01-02 04:32,-0.878
2025-01-02 04:34,-0.446
2025-01-02 04:36,0.612
2025-01-02 04:38,0.497
2025-01-02 04:40,-0.631
2025-01-02 04:42,-0.581
2025-01-02 04:44,-0.259
2025-01-02 04:46,-0.031
2025-01-02 04:48,0.237
2025-01-02 04:50,-0.262
2025-01-02 04:52,-0.075
2025-01-02 04:54,0.495
2025-01-02 04:56,-0.927
2025-01-02 04:58,-0.495
2025-01-02 05:00,0.427
2025-01-02 05:02,0.79
2025-01-02 05:04,0.023
2025-01-02 05:06,0.064
2025-01-02 05:08,-0.786
2025-01-02 05:10,-0.105
2025-01-02 05:12,0.065
2025-01-02 05:14,-0.515
2025-01-02 05:16,-0.462
2025-01-02 05:18,-0.245
2025-01-02 05:20,-0.96
2025-01-02 05:22,-0.356
2025-01-02 05:24,-0.577
2025-01-02 05:26,-0.345
2025-01-02 05:28,-0.76
2025-01-02 05:30,0.781
2025-01-02 05:32,0.187
2025-01-02 05:34,0.358
2025-01-02 05:36,0.578
2025-01-02 05:38,-0.003
2025-01-02 05:40,-0.826
2025-01-02 05:42,0.074
2025-01-02 05:44,0.174
2025-01-02 05:46,0.491
2025-01-02 05:48,-0.137
2025-01-02 05:50,-0.745
2025-01-02 05:52,-0.432
2025-01-02 05:54,-0.274
2025-01-02 05:56,0.292
2025-01-02 05:58,0.142
2025-01-02 06:00,-0.288
2025-01-02 06:02,0.973
2025-01-02 06:04,0.212
2025-01-02 06:06,-0.526
2025-01-02 06:08,-0.796
2025-01-02 06:10,-0.694
2025-01-02 06:12,-0.508
2025-01-02 06:14,-0.679
2025-01-02 06:16,-0.627
2025-01-02 06:18,-0.43
2025-01-02 06:20,-0.653
2025-01-02 06:22,0.794
2025-01-02 06:24,-0.84
2025-01-02 06:26,0.049
2025-01-02 06:28,-0.179
2025-01-02 06:30,0.965
2025-01-02 06:32,-0.776
2025-01-02 06:34,-0.204
2025-01-02 06:36,0.939
2025-01-02 06:38,0.731
2025-01-02 06:40,0.634
2025-01-02 06:42,-0.484
2025-01-02 06:44,-0.658
2025-01-02 06:46,0.337
2025-01-02 06:48,0.859
2025-01-02 06:50,0.114
2025-01-02 06:52,0.143
2025-01-02 06:54,-0.44
2025-01-02 06:56,0.539
2025-01-02 06:58,-0.626
2025-01-02 07:00,-0.353
2025-01-02 07:02,-0.149
2025-01-02 07:04,0.015
2025-01-02 07:06,-0.515
2025-01-02 07:08,-0.77
2025-01-02 07:10,0.221
2025-01-02 07:12,-0.423
2025-01-02 07:14,0.162
2025-01-02 07:16,-0.691
2025-01-02 07:18,-0.038
2025-01-02 07:20,0.065
2025-01-02 07:22,-0.896
2025-01-02 07:24,-0.327
2025-01-02 07:26,-0.731
2025-01-02 07:28,-0.873
2025-01-02 07:30,0.98
2025-01-02 07:32,-0.355
2025-01-02 07:34,0.62
2025-01-02 07:36,-0.491
2025-01-02 07:38,0.363
2025-01-02 07:40,0.52
2025-01-02 07:42,0.191
2025-01-02 07:44,-0.057
2025-01-02 07:46,-0.176
2025-01-02 07:48,-0.302
2025-01-02 07:50,0.859
2025-01-02 07:52,0.661
2025-01-02 07:54,0.93
2025-01-02 07:56,-0.751
2025-01-02 07:58,0.462
2025-01-02 08:00,0.877
2025-01-02 08:02,-0.638
2025-01-02 08:04,-0.867
2025-01-02 08:06,0.482
2025-01-02 08:08,0.149
2025-01-02 08:10,0.684
2025-01-02 08:12,-0.72
2025-01-02 08:14,0.591
2025-01-02 08:16,-0.597
2025-01-02 08:18,-0.673
2025-01-02 08:20,-0.671
2025-01-02 08:22,0.629
2025-01-02 08:24,0.33
2025-01-02 08:26,0.046
2025-01-02 08:28,-0.282
2025-01-02 08:30,0.754
2025-01-02 08:32,-0.215
2025-01-02 08:34,0.633
2025-01-02 08:36,-0.122
2025-01-02 08:38,-0.246
2025-01-02 08:40,-0.075
2025-01-02 08:42,-0.397
2025-01-02 08:44,0.495
2025-01-02 08:46,0.005
2025-01-02 08:48,-0.536
2025-01-02 08:50,0.799
2025-01-02 08:52,-0.232
2025-01-02 08:54,0.087
2025-01-02 08:56,0.813
2025-01-02 08:58,0.248
2025-01-02 09:00,-0.766
2025-01-02 09:02,0.88
2025-01-02 09:04,0.255
2025-01-02 09:06,-0.33
2025-01-02 09:08,-0.721
2025-01-02 09:10,0.588
2025-01-02 09:12,0.24
2025-01-02 09:14,0.067
2025-01-02 09:16,0.788
2025-01-02 09:18,0.577
2025-01-02 09:20,-0.697
2025-01-02 09:22,-0.377
2025-01-02 09:24,-0.503
2025-01-02 09:26,0.488
2025-01-02 09:28,-0.933
2025-01-02 09:30,0.14
2025-01-02 09:32,0.525
2025-01-02 09:34,0.754
2025-01-02 09:36,-0.316
2025-01-02 09:38,0.643
2025-01-02 09:40,-0.779
2025-01-02 09:42,0.693
2025-01-02 09:44,-0.745
2025-01-02 09:46,-0.205
2025-01-02 09:48,0.595
2025-01-02 09:50,-0.7
2025-01-02 09:52,-0.541
2025-01-02 09:54,0.445
2025-01-02 09:56,0.44
2025-01-02 09:58,0.282
2025-01-02 10:00,0.388
2025-01-02 10:02,0.085
2025-01-02 10:04,-0.496
2025-01-02 10:06,-0.309
2025-01-02 10:08,-0.637
2025-01-02 10:10,0.817
2025-01-02 10:12,0.167
2025-01-02 10:14,-0.198
2025-01-02 10:16,-0.076
2025-01-02 10:18,0.895
2025-01-02 10:20,-0.693
2025-01-02 10:22,0.172
2025-01-02 10:24,0.012
2025-01-02 10:26,0.223
2025-01-02 10:28,-0.964
2025-01-02 10:30,0.744
2025-01-02 10:32,0.864
2025-01-02 10:34,0.13
2025-01-02 10:36,0.393
2025-01-02 10:38,0.845
2025-01-02 10:40,0.414
2025-01-02 10:42,-0.695
2025-01-02 10:44,0.153
2025-01-02 10:46,0.213
2025-01-02 10:48,-0.152
2025-01-02 10:50,0.473
2025-01-02 10:52,0.869
2025-01-02 10:54,0.851
2025-01-02 10:56,-0.098
2025-01-02 10:58,-0.774
2025-01-02 11:00,0.97
2025-01-02 11:02,0.678
2025-01-02 11:04,-0.751
2025-01-02 11:06,0.842
2025-01-02 11:08,0.74
2025-01-02 11:10,0.038
2025-01-02 11:12,0.183
2025-01-02 11:14,-0.202
2025-01-02 11:16,-0.89
2025-01-02 11:18,-0.33
2025-01-02 11:20,0.606
2025-01-02 11:22,-0.991
2025-01-02 11:24,-0.333
2025-01-02 11:26,-0.204
2025-01-02 11:28,0.075
2025-01-02 11:30,0.84
2025-01-02 11:32,-0.307
2025-01-02 11:34,-0.306
2025-01-02 11:36,0.475
2025-01-02 11:38,-0.096
2025-01-02 11:40,-0.551
2025-01-02 11:42,-0.095
2025-01-02 11:44,-0.718
2025-01-02 11:46,-0.647
2025-01-02 11:48,-0.003
2025-01-02 11:50,-0.162
2025-01-02 11:52,0.83
2025-01-02 11:54,-0.275
2025-01-02 11:56,0.161
2025-01-02 11:58,0.265
2025-01-02 12:00,-0.974
2025-01-02 12:02,0.327
2025-01-02 12:04,-0.644
2025-01-02 12:06,0.922
2025-01-02 12:08,-0.703
2025-01-02 12:10,-0.171
2025-01-02 12:12,-0.829
2025-01-02 12:14,0.994
2025-01-02 12:16,0.004
2025-01-02 12:18,0.191
2025-01-02 12:20,-0.866
2025-01-02 12:22,0.5
2025-01-02 12:24,-0.58
2025-01-02 12:26,0.796
2025-01-02 12:28,-0.59
2025-01-02 12:30,-0.619
2025-01-02 12:32,-0.927
2025-01-02 12:34,-0.056
2025-01-02 12:36,0.13
2025-01-02 12:38,-0.869
2025-01-02 12:40,0.551
2025-01-02 12:42,-0.093
2025-01-02 12:44,0.049
2025-01-02 12:46,-0.118
2025-01-02 12:48,-0.198
2025-01-02 12:50,0.119
2025-01-02 12:52,-0.69
2025-01-02 12:54,-0.636
2025-01-02 12:56,0.724
2025-01-02 12:58,0.892
2025-01-02 13:00,-0.253
2025-01-02 13:02,-0.459
2025-01-02 13:04,0.288
2025-01-02 13:06,-0.183
2025-01-02 13:08,-0.949
2025-01-02 13:10,-0.688
2025-01-02 13:12,0.432
2025-01-02 13:14,0.318
2025-01-02 13:16,-0.946
2025-01-02 13:18,-0.556
2025-01-02 13:20,-0.538
2025-01-02 13:22,0.344
2025-01-02 13:24,-0.961
2025-01-02 13:26,-0.792
2025-01-02 13:28,0.6
2025-01-02 13:30,-0.643
2025-01-02 13:32,0.305
2025-01-02 13:34,-0.524
2025-01-02 13:36,-0.801
2025-01-02 13:38,-0.514
2025-01-02 13:40,0.445
2025-01-02 13:42,0.711
2025-01-02 13:44,0.66
2025-01-02 13:46,-0.206
2025-01-02 13:48,0.336
2025-01-02 13:50,-0.59
2025-01-02 13:52,-0.414
2025-01-02 13:54,0.793
2025-01-02 13:56,-0.974
2025-01-02 13:58,-0.829
2025-01-02 14:00,-0.584
2025-01-02 14:02,-0.947
